id,dataset,model,n_runs,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha,beta,alpha_transformed,beta_transformed,alpha_ffx,beta_ffx,alpha_transformed_ffx,beta_transformed_ffx
11325_20140918,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-13.5571301647449,-11.1780355220787,-13.1780355220787,-17.4006117901501,0.994031235712794,-3.43670942297247,-1.74725440190696,0.0311676941651204,0.174251712438883,-3.38952636743224,-1.72730515292509,0.032624399865056,0.177762808659648
11326_20141006,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1771.03411839734,-1766.94845135907,-1768.94845135907,-1773.17102762714,0.0122485985600972,5.62029329298307,3.47178872401656,0.99638950472885,32.194277649739,2.46830995651461,3.42237891860227,0.921890153778643,30.642223739775
11328_20141023,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1456.82406026546,-1452.31501587021,-1454.31501587021,-1458.53759213828,0.0616193294357935,6.74335674600703,2.70158225708894,0.99882270369435,14.9032939216868,3.56604025782763,2.69843014017103,0.97250952417328,14.8563909574322
11329_20141105,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1530.63483073009,-1526.23539127271,-1528.23539127271,-1532.45796754078,0.0468273606053706,5.94608725710111,2.9441081482704,0.997390769418992,18.9937152526268,2.73543206150358,2.93028520954177,0.939085315445076,18.7329725573524
11331_20141120,mmclock_meg,fixed,7,h_sceptic_fixed_fmri,g_sceptic,-13.2252642430062,-11.1611354740931,-13.1611354740931,-17.2501803495399,0.99318253706846,-3.31295995170603,-1.33043325622906,0.0351292529171194,0.264362699697978,-3.25613585688555,-1.17187058708949,0.0371070288187132,0.309786915535601
11335_20141103,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1714.35483424215,-1706.73714461858,-1708.73714461858,-1712.95972088665,0.0130048386015159,-1.90552506883978,2.84275081471992,0.129484422586502,17.1629126536892,-1.85847874378989,2.83757783605316,0.13488046530216,17.074358514482
11336_20141121,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-10.02939880389,-7.48958380719892,-9.48958380719892,-13.7121600752703,0.996009610949766,-3.28449725514233,-1.7990243060005,0.0361068707094449,0.165460248061061,-3.28192259272716,-1.38871534164955,0.036196584210657,0.249395486920045
11337_20141111,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1676.65956002055,-1672.35764727436,-1674.35764727436,-1678.58022354243,0.0234934267977064,5.45575713830844,3.25160653718002,0.995746527973189,25.8318063569254,2.29283484353929,3.22438554071708,0.908281882765789,25.1381230562016
11338_20141110,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1812.28875845895,-1806.08116930318,-1808.08116930318,-1812.30374557125,0.00398668953797821,-2.19761992496097,2.99678576213442,0.0999644243401373,20.0210808738888,-2.10440251470827,2.9961767947138,0.108669655901212,20.0088923994796
11342_20150228,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-13.1420384123603,-11.1616202032707,-13.1616202032707,-17.3841964713421,0.994031427850704,-3.08163294881683,-1.41474836403069,0.0438712677371515,0.242986749962704,-2.98167857914462,-1.09775145680631,0.0482604707443541,0.333620400827961
11343_20150110,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1785.93606172627,-1779.82384520886,-1781.82384520886,-1786.04642147693,0.00690696048491546,-3.0921213865289,2.6882832920454,0.0434334123976792,14.7064076305481,-2.80105753566121,2.84256395831074,0.0572670554114703,17.1597059530653
11344_20141118,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-13.2315271085548,-11.1630522827108,-13.1630522827108,-17.3856285507821,0.99403197434947,-3.19064058960577,-1.40117161316293,0.039519457088563,0.246308216875675,-3.11078438809261,-1.18511044574391,0.0426645949190087,0.305712412999188
11345_20141229,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1703.6238649662,-1699.33262383333,-1701.33262383333,-1705.55520010141,0.0227463042997936,6.71817965230196,3.21111279207696,0.998792722746858,24.8066755431533,3.7627483549907,3.20148774519355,0.977307089420931,24.5690555144414
11346_20141230,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-13.0238944595352,-11.1650092873349,-13.1650092873349,-17.3875855554063,0.994036379211675,-3.37822804969852,-1.63288782886087,0.0329828643991105,0.195364579244961,-3.30904011219694,-1.51817965929865,0.0352623589941484,0.219110379688137
11347_20141217,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1566.4518010105,-1562.07729264915,-1564.07729264915,-1568.29986891723,0.0406260020738837,6.32619844530552,2.94512521099525,0.998214373006263,19.013042879455,3.07917261280168,2.93608068118736,0.956025413687254,18.8418541740525
11350_20141204,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1740.60081350872,-1732.81800780115,-1734.81800780115,-1739.04058406923,0.0208468827235699,-0.370675781414004,3.24392173308308,0.408377739050843,25.6340547997944,-0.336766891832265,3.23210496263727,0.416595050839663,25.3329257490948
11353_20141230,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1631.06635463709,-1626.64807497123,-1628.64807497123,-1632.8706512393,0.0301068784139846,6.50165366771509,3.01077316809466,0.99850129443105,20.3030915609411,3.43344910892477,3.00897647899231,0.968733705888176,20.2666459680934
11366_20150430,mmclock_meg,fixed,8,h_sceptic_fixed_fmri,g_sceptic,-1488.61646899309,-1481.9757714069,-1483.9757714069,-1488.19834767497,0.0659806932981394,1.65916429258027,2.88472259144497,0.840125787378274,17.8986016815289,1.31824070540433,2.86250509597979,0.788888856834225,17.5053245732471
